value,tag
reviewed,VBD
use,NN
ergotamine,NN
acute,JJ
treatment,NN
migraine,NN
concluded,VBD
ergotamine,NN
drug,NN
choice,NN
relatively,RB
patients,NNS
migraine,NN
issues,NNS
efficacy,NN
side,NN
effects,NNS
Suitable,JJ
candidates,NNS
may,MD
prolonged,JJ
duration,NN
attacks,NNS
eg,NN
greater,JJR
hours,NNS
possibly,RB
frequent,JJ
headache,NN
THERAPY,NNP
PLUS,NNP
PARENTERAL,NNP
DEXAMETHASONE,NNP
When,WRB
added,VBN
standard,VB
acute,JJ
migraine,NN
therapy,NN
parenteral,JJ
treatment,NN
dexamethasone,NN
reduces,VBZ
rate,NN
early,JJ
headache,NN
recurrence,NN
Supporting,VBG
evidence,NN
comes,VBZ
seven,CD
randomized,JJ
trials,NNS
conducted,VBN
emergency,NN
departments,NNS
headache,NN
clinics,NNS
All,DT
patients,NNS
n,JJ
received,VBN
standard,JJ
abortive,JJ
migraine,NN
headache,NN
treatment,NN
also,RB
randomly,RB
assigned,VBN
treatment,NN
either,CC
single,JJ
dose,NN
dexamethasone,NN
intravenous,JJ
intramuscular,JJ
mg,NN
pooled,JJ
results,NNS
dexamethasone,NN
significantly,RB
effective,JJ
placebo,NN
reducing,VBG
migraine,JJ
recurrence,NN
hours,NNS
treatment,NN
relative,JJ
risk,NN
CI,NNP
The,DT
number,NN
needed,VBN
treat,VB
prevent,VB
one,CD
recurrent,NN
headache,NN
provided,VBN
additional,JJ
benefit,NN
immediate,JJ
relief,NN
significant,JJ
differences,NNS
regarding,VBG
adverse,JJ
events,NNS
dexamethasone,NN
placebo,NN
second,JJ
systematic,JJ
review,NN
also,RB
concluded,VBD
adjunctive,JJ
parenteral,JJ
dexamethasone,NN
effective,JJ
reducing,VBG
rate,NN
migraine,NN
recurrence,NN
Adjunctive,JJ
treatment,NN
acute,JJ
migraine,NN
oral,JJ
prednisone,NN
beneficial,JJ
prevention,NN
recurrent,NN
headache,NN
small,JJ
trial,NN
data,NNS
recommend,VBP
adjunctive,JJ
treatment,NN
single,JJ
dose,NN
parenteral,JJ
dexamethasone,NN
mg,NN
reduce,VB
risk,NN
early,JJ
headache,NN
recurrence,NN
patients,NNS
treated,VBN
standard,JJ
abortive,JJ
therapy,NN
migraine,NN
headache,NN
emergency,NN
department,NN
clinic,NN
However,RB
frequent,JJ
use,NN
adjunctive,JJ
dexamethasone,NN
headache,NN
increases,VBZ
risk,NN
glucocorticoid,JJ
toxicity,NN
Limited,NNP
data,NN
small,JJ
randomized,VBN
controlled,JJ
trials,NNS
suggest,VBP
benefit,NN
various,JJ
forms,NNS
neuromodulation,NN
treatment,NN
acute,JJ
migraine,NN
pain,NN
These,DT
treatments,NNS
stimulate,VBP
central,JJ
peripheral,JJ
nervous,JJ
system,NN
electrical,JJ
current,JJ
magnetic,JJ
field,NN
They,PRP
options,NNS
patients,NNS
prefer,VBP
nonpharmacologic,JJ
treatments,NNS
inadequate,JJ
response,NN
inability,NN
tolerate,VB
contraindications,NNS
drug,NN
treatments,NNS
supraorbital,JJ
nerve,NN
stimulation,NN
Transcutaneous,NNP
supraorbital,JJ
nerve,NN
stimulation,NN
reduce,VB
migraine,NN
pain,NN
intensity,NN
shown,VBN
ACME,NNP
trial,NN
randomly,RB
assigned,VBD
subjects,NNS
acute,JJ
migraine,NN
attack,NN
least,JJS
three,CD
hours,NNS
duration,NN
treatment,NN
session,NN
external,JJ
trigeminal,JJ
nerve,NN
stimulation,NN
sham,JJ
stimulation,NN
Pain,NN
assessed,VBN
using,VBG
visual,JJ
analog,NN
scale,NN
ranging,VBG
pain,NN
maximum,JJ
pain,NN
The,DT
mean,JJ
reduction,NN
pain,NN
intensity,NN
one,CD
hour,NN
greater,JJR
true,JJ
stimulation,NN
group,NN
compared,VBN
sham,NN
group,NN
versus,NN
There,EX
five,CD
minor,JJ
adverse,JJ
events,NNS
serious,JJ
adverse,JJ
events,NNS
true,JJ
stimulation,NN
supraorbital,JJ
transcutaneous,JJ
trigeminal,JJ
nerve,NN
stimulator,NN
device,NN
used,VBN
trial,NN
approved,VBN
marketing,VBG
United,NNP
States,NNPS
Canada,NNP
Europe,NNP
several,JJ
additional,JJ
countries,NNS
The,DT
evidence,NN
pertaining,VBG
migraine,VB
prevention,NN
reviewed,VBN
separately,RB
See,VB
Preventive,NNP
treatment,NN
episodic,JJ
migraine,NN
adults,NNS
section,NN
'Neuromodulation,NN
',POS
Remote,NNP
electrical,JJ
neuromodulation,NN
Data,NNP
several,JJ
trials,NNS
suggest,VBP
device,NN
applying,VBG
nonpainful,JJ
electrical,JJ
skin,NN
stimulation,NN
reduce,VB
acute,JJ
migraine,NN
pain,NN
The,DT
stimulating,JJ
device,NN
controlled,VBN
smartphone,NN
consists,VBZ
armband,NN
rubber,NN
electrodes,NNS
power,NN
source,NN
The,DT
armband,NN
applied,VBN
stimulation,NN
started,VBD
soon,RB
possible,JJ
onset,NN
migraine,JJ
attack,NN
In,IN
crossover,NN
pilot,NN
trial,NN
patients,NNS
proportion,NN
responders,NNS
higher,RBR
active,JJ
stimulation,NN
compared,VBN
sham,JJ
stimulation,NN
A,NNP
later,RB
trial,NN
adults,NNS
episodic,JJ
migraine,NN
tested,VBN
randomized,JJ
patients,NNS
ratio,NN
receive,VB
minutes,NNS
active,JJ
stimulation,NN
frequency,NN
Hz,NNP
pulse,RB
width,VBZ
microseconds,NNS
output,NN
current,JJ
mA,NNS
adjusted,VBN
patient,NN
sham,JJ
stimulation,NN
pulse,JJ
frequency,NN
approximately,RB
Hz,NNP
modulated,VBD
pulse,JJ
width,NN
microseconds,NNS
Sham,NNP
stimulation,NN
designed,VBN
produce,VB
sensation,NN
similar,JJ
active,JJ
stimulation,NN
frequency,NN
low,JJ
induce,VB
pain,NN
inhibition,NN
At,IN
two,CD
hours,NNS
treatment,NN
patients,NNS
assigned,VBD
active,JJ
stimulation,NN
percent,NN
versus,NN
percent,NN
sham,NN
absolute,NN
risk,NN
difference,NN
ARD,NNP
percent,NN
pain,VBN
relief,NN
defined,VBD
improvement,NN
severe,JJ
moderate,JJ
pain,NN
mild,VB
none,NN
mild,JJ
pain,NN
none,NN
versus,NN
percent,NN
ARD,NNP
percent,NN
Mild,JJ
adverse,JJ
events,NNS
occurred,VBD
approximately,RB
percent,NN
included,VBD
warm,JJ
sensation,NN
arm,NN
hand,NN
numbness,RB
redness,NN
itching,NN
tingling,VBG
muscle,NN
spasm,NN
arm,NN
pain,NN
shoulder,NN
pain,NN
neck,RB
pain,NN
There,EX
serious,JJ
adverse,JJ
remote,JJ
electrical,JJ
neuromodulation,NN
device,NN
used,VBN
trial,NN
approved,VBN
marketing,VBG
United,NNP
magnetic,JJ
stimulation,NN
The,DT
efficacy,NN
transcranial,JJ
magnetic,JJ
stimulation,NN
TMS,NNP
demonstrated,VBN
trial,NN
adults,NNS
episodic,JJ
migraine,NN
aura,NN
The,DT
analysis,NN
based,VBN
upon,IN
patients,NNS
treated,VBD
least,JJS
one,CD
attack,NN
migraine,NN
aura,JJ
phase,NN
Pain,NN
freedom,NN
two,CD
hours,NNS
significantly,RB
greater,JJR
TMS,NNP
device,NN
compared,VBN
sham,JJ
stimulation,NN
versus,NN
percent,NN
absolute,NN
risk,NN
reduction,NN
percent,NN
CI,NNP
percent,NN
Furthermore,UH
significance,NN
sustained,JJ
response,NN
maintained,VBN
hours,NNS
There,EX
serious,JJ
adverse,JJ
events,NNS
related,VBN
use,VB
portable,JJ
TMS,NNP
device,NN
available,JJ
United,NNP
Kingdom,NNP
United,NNP
States,NNPS
The,DT
TMS,NNP
device,NN
may,MD
prove,VB
useful,JJ
intervention,NN
migraine,VBN
respond,VB
therapy,NN
triptans,NNS
agents,NNS
discussed,VBN
unable,JJ
take,VB
agents,NNS
contraindications,NNS
intolerance,NN
TMS,NNP
used,VBN
treat,VB
migraine,NN
patients,NNS
epilepsy,VBN
since,IN
theoretical,JJ
concern,NN
TMS,NNP
could,MD
trigger,VB
seizures,NNS
vagus,NN
nerve,NN
stimulation,NN
Noninvasive,NNP
vagus,NN
nerve,NN
stimulation,NN
nVNS,JJ
may,MD
beneficial,JJ
acute,JJ
treatment,NN
episodic,JJ
migraine,NN
The,DT
PRESTO,NNP
trial,NN
randomly,RB
assigned,VBD
participants,NNS
treatment,NN
proprietary,JJ
nVNS,NN
device,NN
sham,JJ
device,NN
Subjects,NNS
instructed,VBN
stimulation,NN
seconds,NNS
right,JJ
left,VBD
sides,NNS
neck,NN
within,IN
minutes,NNS
onset,NN
migraine,NN
pain,NN
repeat,VB
stimulation,NN
minutes,NNS
minutes,NNS
More,JJR
patients,NNS
achieved,VBD
pain,NN
freedom,NN
nVNS,NNS
compared,VBN
sham,NN
difference,NN
significant,JJ
minutes,NNS
versus,NN
percent,NN
The,DT
common,JJ
adverse,JJ
effects,NNS
nVNS,JJ
group,NN
discomfort,RB
application,NN
site,NN
nasopharyngitis,NN
The,DT
nVNS,JJ
device,NN
used,VBN
trial,NN
approved,VBN
marketing,VBG
United,NNP
States,NNPS
European,JJ
NERVE,NNP
BLOCKS,NNP
Nerve,NNP
blocks,NNS
targeting,VBG
occipital,JJ
nerve,NN
sphenopalatine,JJ
ganglion,NN
trigeminal,JJ
nerve,NN
options,NNS
acute,JJ
treatment,NN
migraine,NN
patients,NNS
severe,VBN
prolonged,JJ
migraine,NN
attacks,NNS
patients,NNS
refractory,JJ
contraindications,NNS
standard,VB
migraine,NN
treatments,NNS
The,DT
important,JJ
contraindications,NNS
peripheral,JJ
nerve,NN
blocks,NNS
include,VBP
known,VBN
allergy,JJ
local,JJ
anesthetic,NN
open,JJ
skull,NN
defect,NN
overlying,VBG
skin,JJ
infection,NN
pregnancy,NN
relative,JJ
contraindication,NN
See,VB
Headache,NNP
pregnant,JJ
postpartum,JJ
women,NNS
Evidence,NN
efficacy,NN
limited,VBN
mainly,RB
small,JJ
trials,NNS
nerve,NN
blocks,NNS
A,DT
trial,NN
enrolled,VBD
patients,NNS
migraine,NN
emergency,NN
department,NN
persistent,JJ
headache,NN
one,CD
hour,NN
treatment,NN
intravenous,JJ
metoclopramide,NN
The,DT
primary,JJ
outcome,NN
headache,NN
freedom,NN
minutes,NNS
achieved,VBN
percent,NN
treated,VBD
bilateral,JJ
greater,JJR
occipital,JJ
nerve,NN
blocks,NNS
none,NN
patients,NNS
percent,NN
received,VBD
sham,JJ
therapy,NN
There,EX
differences,NNS
adverse,JJ
effects,NNS
treatment,NN
ganglion,NN
blocks,NNS
Commercially,NNP
available,JJ
intranasal,NN
devices,NNS
supposedly,RB
facilitate,VBP
blockade,NN
sphenopalatine,JJ
ganglion,NN
SPG,NNP
topical,JJ
application,NN
passive,JJ
diffusion,NN
local,JJ
anesthetic,NN
However,RB
anatomic,JJ
research,NN
shown,VBN
SPG,NNP
close,RB
nasal,JJ
mucosa,NN
previously,RB
believed,VBN
raising,VBG
doubt,NN
SPG,NNP
blockade,VBD
accomplished,VBN
intranasal,JJ
application,NN
local,JJ
anesthetic,JJ
limited,JJ
data,NNS
suggest,VBP
benefit,NN
SPG,NNP
blocks,NNS
treatment,NN
acute,JJ
migraine,NN
One,CD
early,JJ
trial,NN
randomly,NN
assigned,VBD
patients,NNS
ratio,NN
intranasal,VB
percent,JJ
lidocaine,NN
saline,NN
placebo,NN
percent,NN
reduction,NN
headache,NN
intensity,NN
minutes,NNS
achieved,VBN
patients,NNS
percent,NN
treated,VBD
lidocaine,NN
compared,VBN
patients,NNS
percent,NN
received,VBD
placebo,NN
A,DT
later,JJ
randomized,VBN
pilot,NN
trial,NN
enrolled,VBD
patients,NNS
chronic,JJ
migraine,NN
randomly,RB
assigned,VBD
ratio,NN
repetitive,VB
SPG,NNP
blocks,NNS
twice,RB
weekly,RB
six,CD
weeks,NNS
either,DT
percent,NN
bupivacaine,NN
saline,NN
With,IN
efficacy,NN
data,NNS
patients,NNS
pain,NN
rating,NN
scores,NNS
lower,JJR
minutes,NNS
minutes,NNS
hours,NNS
postprocedure,NN
patients,NNS
treated,VBN
bupivacaine,NN
compared,VBN
treated,VBN
saline,JJ
However,RB
patients,NNS
treated,VBD
bupivacaine,NN
marginal,JJ
absolute,NN
reduction,NN
average,JJ
pain,NN
intensity,NN
units,NNS
numerical,JJ
rating,NN
scale,NN
compared,VBN
AND,CC
BARBITURATES,NNP
Opioids,NNP
barbiturates,NNS
used,VBN
treatment,NN
migraine,NN
except,IN
last,JJ
resort,NN
generally,RB
effective,JJ
medications,NNS
acute,JJ
migraine,NN
treatment,NN
In,IN
addition,NN
use,NN
opioids,NNS
complicated,VBN
potential,NN
tolerance,NN
dependence,NN
addiction,NN
overdose,RB
evidence,NN
supporting,VBG
efficacy,NN
barbiturates,NNS
ie,NN
compounds,NNS
acute,JJ
migraine,NN
treatment,NN
use,NN
opioids,NNS
butalbital,NN
associated,VBN
increased,VBN
risk,NN
development,NN
chronic,JJ
migraine,NN
medication,NN
overuse,NN
headache,NN
See,VB
Chronic,NNP
migraine,NN
Medication,NNP
overuse,NN
headache,NN
Etiology,NN
clinical,JJ
features,NNS
diagnosis,NN
SOCIETY,NNP
GUIDELINE,NNP
LINKS,NNP
Links,NNP
society,VB
guidelines,NNS
selected,VBN
countries,NNS
regions,NNS
around,IN
world,NN
provided,VBN
separately,RB
See,VB
Society,NNP
guideline,JJ
links,NNS
Migraine,NNP
primary,JJ
headache,NN
disorders,NNS
INFORMATION,NN
FOR,IN
PATIENTS,NNP
UpToDate,NNP
offers,VBZ
two,CD
types,NNS
patient,JJ
education,NN
materials,NNS
The,DT
Basics,NNPS
Beyond,IN
Basics,NNPS
The,DT
Basics,NNP
patient,JJ
education,NN
pieces,NNS
written,VBN
plain,JJ
language,NN
grade,NN
reading,VBG
level,NN
answer,VBP
four,CD
five,CD
key,JJ
questions,NNS
patient,NN
might,MD
given,VBN
condition,NN
These,DT
articles,NNS
best,JJS
patients,NNS
want,VBP
general,JJ
overview,NN
prefer,VBP
short,JJ
materials,NNS
Beyond,IN
Basics,NNPS
patient,JJ
education,NN
pieces,NNS
longer,RB
sophisticated,JJ
detailed,JJ
These,DT
articles,NNS
written,VBN
grade,NN
reading,VBG
level,NN
best,JJS
patients,NNS
want,VBP
information,NN
comfortable,JJ
medical,JJ
patient,JJ
education,NN
articles,NNS
relevant,JJ
topic,NN
We,PRP
encourage,VBP
print,VB
topics,NNS
patients,NNS
You,PRP
also,RB
locate,VB
patient,JJ
education,NN
articles,NNS
variety,NN
subjects,NNS
searching,VBG
patient,JJ
info,NN
keyword,NN
interest,NN
topics,NNS
see,VB
Patient,JJ
education,NN
Migraines,NNS
adults,NNS
The,DT
Basics,NNPS
Basics,NNPS
topics,NNS
see,VB
Patient,JJ
education,NN
Migraines,NNS
adults,NNS
Beyond,IN
Basics,NNPS
Patient,JJ
education,NN
Headache,NNP
treatment,NN
adults,NNS
Beyond,IN
Basics,NNPS
SUMMARY,NNP
AND,CC
treatment,NN
Abortive,NNP
treatments,NNS
usually,RB
effective,JJ
given,VBN
early,RB
course,NN
headache,NN
large,JJ
single,JJ
dose,NN
tends,NNS
work,VB
better,JJR
repetitive,JJ
small,JJ
doses,NNS
For,IN
patients,NNS
present,VBP
significant,JJ
nausea,NN
vomiting,NN
nonoral,JJ
eg,JJ
intravenous,JJ
intramuscular,JJ
subcutaneous,JJ
agent,NN
may,MD
preferred,VBN
See,VB
'Approach,CD
treatment,NN
',''
mild,NN
moderate,VB
migraine,NN
attacks,NNS
For,IN
patients,NNS
mild,JJ
moderate,VB
migraine,NN
attacks,NNS
associated,VBN
vomiting,VBG
severe,JJ
nausea,NN
suggest,VBP
initial,JJ
treatment,NN
simple,JJ
analgesics,NNS
including,VBG
nonsteroidal,JJ
drugs,NNS
NSAIDs,NNP
acetaminophen,VB
rather,RB
agents,NNS
Grade,NNP
See,VB
'Mild,CD
moderate,VB
attacks,NNS
',POS
'Simple,JJ
analgesics,NNS
',POS
For,IN
patients,NNS
unresponsive,JJ
analgesics,NNS
combined,VBN
use,NN
NSAID,NNP
triptan,NN
may,MD
effective,JJ
When,WRB
attacks,NNS
associated,VBN
severe,JJ
nausea,NN
vomiting,NN
antiemetic,JJ
drug,NN
used,VBN
along,IN
analgesics,NNS
See,VB
'Triptans,NNS
NSAIDs,NNP
',POS
'Antiemetics,NNS
',POS
'Simple,JJ
analgesics,NNS
',POS
moderate,JJ
severe,VB
migraine,NN
attacks,NNS
For,IN
patients,NNS
moderate,JJ
severe,VB
migraine,NN
attacks,NNS
suggest,VBP
treatment,NN
triptan,NN
combination,NN
rather,RB
agents,NNS
Grade,NNP
Patients,NNS
respond,VB
well,RB
one,CD
triptan,NN
may,MD
respond,VB
different,JJ
triptan,NN
See,VB
'Moderate,CD
severe,VB
attacks,NNS
',POS
'Triptans,NNPS
',POS
'Triptans,NNS
NSAIDs,NNP
',POS
Alternative,VBP
options,NNS
include,VBP
calcitonin,JJ
peptide,NN
CGRP,NNP
antagonists,VBZ
lasmiditan,NN
antiemetic,JJ
drug,NN
dihydroergotamine,NN
See,VB
'CGRP,CD
antagonists,NNS
',POS
'Lasmiditan,NNP
',POS
'Antiemetics,NNS
',POS
'Ergots,NNS
',POS
severe,JJ
migraine,NN
attacks,NNS
emergency,NN
department,NN
For,IN
patients,NNS
refractory,JJ
migraine,NN
attacks,NNS
present,VBP
hospital,NN
emergency,NN
department,NN
ED,NNP
suggest,VBP
initial,JJ
treatment,NN
either,DT
subcutaneous,JJ
sumatriptan,NN
parenteral,JJ
antiemetic,JJ
agent,NN
rather,RB
drugs,NNS
Grade,NNP
When,WRB
giving,VBG
intravenous,JJ
IV,NNP
metoclopramide,NN
prochlorperazine,NN
migraine,NN
suggest,VBP
adjunctive,JJ
use,NN
diphenhydramine,NN
prevent,VB
akathisia,NN
dystonic,JJ
reactions,NNS
Grade,NNP
See,VB
'Emergency,CD
settings,NNS
',POS
'Triptans,NNPS
',POS
'Antiemetics,NNS
',POS
In,IN
addition,NN
recommend,VBP
adjunctive,JJ
treatment,NN
IV,NNP
intramuscular,JJ
dexamethasone,NN
reduce,VB
risk,NN
early,JJ
headache,NN
recurrence,NN
Grade,NNP
See,VB
'Abortive,CD
therapy,NN
plus,CC
parenteral,JJ
dexamethasone,NN
',POS
For,IN
patients,NNS
ED,NNP
unresponsive,JJ
unable,JJ
tolerate,VB
triptans,NNS
antiemetics,NNS
IV,NNP
dihydroergotamine,NN
DHE,NNP
mg,NN
combined,VBN
IV,NNP
metoclopramide,RB
mg,NN
reasonable,JJ
alternative,NN
Dihydroergotamine,NNP
contraindicated,VBN
patients,NNS
ischemic,JJ
vascular,JJ
disease,NN
See,VB
'Dihydroergotamine,NNP
',POS
migrainosus,NN
For,IN
patients,NNS
status,NN
migrainosus,NN
ie,NN
debilitating,JJ
attack,NN
lasting,VBG
hours,NNS
suggest,VBP
combination,NN
intravenous,JJ
fluids,NNS
plus,CC
parenteral,JJ
medications,NNS
including,VBG
ketorolac,NN
dopamine,NN
receptor,NN
blocker,NN
eg,JJ
prochlorperazine,NN
metoclopramide,NN
chlorpromazine,NN
Grade,$
Other,JJ
options,NNS
include,VBP
valproate,JJ
dihydroergotamine,NN
patients,NNS
may,MD
require,VB
admission,NN
persistent,JJ
disabling,NN
symptoms,NNS
See,VB
'Status,CD
migrainosus,NN
',''
treatment,NN
Prophylactic,NNP
headache,NN
treatment,NN
indicated,VBN
headaches,NNS
frequent,JJ
long,JJ
lasting,NN
account,NN
significant,JJ
amount,NN
total,JJ
disability,NN
This,DT
topic,NN
discussed,VBN
separately,RB
See,VB
Preventive,NNP
treatment,NN
episodic,JJ
migraine,NN
adults,NNS
ACKNOWLEDGMENTS,VBP
The,DT
editorial,JJ
staff,NN
UpToDate,NNP
acknowledge,VBP
Ashraf,NNP
Sabahat,NNP
MD,NNP
Zahid,NNP
H,NNP
Bajwa,NNP
MD,NNP
Jonathan,NNP
H,NNP
Smith,NNP
MD,NNP
contributed,VBD
earlier,VB
versions,NNS
topic,NN
review,NN
Print,NNP
OverviewA,NNP
migraine,NN
headache,NN
cause,VB
severe,JJ
throbbing,VBG
pain,NN
pulsing,JJ
sensation,NN
usually,RB
one,CD
side,NN
head,NN
It,PRP
's,VBZ
often,RB
accompanied,VBN
nausea,NN
vomiting,NN
extreme,JJ
sensitivity,NN
light,NN
sound,NN
Migraine,JJ
attacks,NNS
last,JJ
hours,NNS
days,NNS
pain,NN
severe,JJ
interferes,VBZ
daily,JJ
activities,NNS
For,IN
people,NNS
warning,NN
symptom,NN
known,VBN
aura,NN
occurs,VBZ
headache,NN
An,DT
aura,NN
include,VB
visual,JJ
disturbances,NNS
flashes,NNS
light,NN
blind,JJ
spots,NNS
disturbances,NNS
tingling,VBG
one,CD
side,NN
face,NN
arm,NN
leg,NN
difficulty,NN
speaking,NN
Medications,NNS
help,VB
prevent,VB
migraines,NNS
make,VB
less,JJR
painful,JJ
The,DT
right,JJ
medicines,NNS
combined,VBN
remedies,NNS
lifestyle,JJ
changes,NNS
might,MD
ServicesBook,NNP
Mayo,NNP
Clinic,NNP
Family,NNP
Health,NNP
Book,NNP
EditionBook,NN
Mayo,NNP
Clinic,NNP
Guide,NNP
Pain,VB
ReliefNewsletter,NNP
Mayo,NNP
Clinic,NNP
Health,NNP
Letter,NNP
Digital,NNP
EditionShow,NNP
products,NNS
Mayo,NNP
Clinic,NNP
SymptomsMigraines,NNP
affect,VBP
children,NNS
teenagers,NNS
well,RB
adults,NNS
progress,VB
four,CD
stages,NNS
prodrome,NN
aura,NN
attack,NN
Not,RB
everyone,NN
migraines,NNS
goes,VBZ
stages,NNS
ProdromeOne,CD
two,CD
days,NNS
migraine,NN
might,MD
notice,VB
subtle,JJ
changes,NNS
warn,NN
upcoming,JJ
migraine,NN
including,VBG
Constipation,NN
Mood,NNP
changes,NNS
depression,NN
euphoria,VB
Food,NNP
cravings,NNS
Neck,NNP
stiffness,NN
Increased,VBD
urination,JJ
Fluid,NNP
retention,NN
Frequent,NNP
yawning,NN
AuraFor,NNP
people,NNS
aura,NN
might,MD
occur,VB
migraines,NNS
Auras,NNS
reversible,JJ
symptoms,NNS
nervous,JJ
system,NN
They,PRP
're,VBP
usually,RB
visual,JJ
also,RB
include,VB
disturbances,NNS
Each,DT
symptom,NN
usually,RB
begins,VBZ
gradually,RB
builds,VBZ
several,JJ
minutes,NNS
last,JJ
minutes,NNS
Examples,NNS
migraine,NN
auras,NNS
include,VBP
Visual,JJ
phenomena,NN
seeing,VBG
various,JJ
shapes,NNS
bright,JJ
spots,NNS
flashes,NNS
light,JJ
Vision,NNP
loss,NN
Pins,NNP
needles,NNS
sensations,NNS
arm,NN
leg,NN
Weakness,NNP
numbness,RB
face,NN
one,CD
side,NN
body,NN
Difficulty,NNP
speaking,VBG
AttackA,NNP
migraine,NN
usually,RB
lasts,VBZ
hours,NNS
untreated,VBN
How,WRB
often,RB
migraines,VBZ
occur,JJ
varies,NNS
person,NN
person,NN
Migraines,NNS
might,MD
occur,VB
rarely,RB
strike,VB
several,JJ
times,NNS
month,NN
During,IN
migraine,NN
might,MD
Pain,NNP
usually,RB
one,CD
side,NN
head,NN
often,RB
sides,NNS
Pain,VBP
throbs,NN
pulses,VBZ
Sensitivity,NNP
light,NN
sound,NN
sometimes,RB
smell,VB
touch,VB
Nausea,NNP
vomiting,VBG
migraine,NN
attack,NN
might,MD
feel,VB
drained,VBN
confused,VBN
washed,VBN
day,NN
Some,DT
people,NNS
report,VBP
feeling,VBG
elated,VBN
Sudden,JJ
head,NN
movement,NN
might,MD
bring,VB
pain,NN
briefly,NN
When,WRB
see,VB
doctorMigraines,NNS
often,RB
undiagnosed,JJ
untreated,JJ
If,IN
regularly,VBP
signs,NNS
symptoms,NNS
migraine,NN
keep,VB
record,NN
attacks,NNS
treated,VBD
Then,RB
make,VB
appointment,NN
doctor,NN
discuss,VB
headaches,NNS
Even,RB
history,NN
headaches,NNS
see,VB
doctor,NN
pattern,NN
changes,NNS
headaches,NNS
suddenly,RB
feel,VBP
different,JJ
See,VB
doctor,NN
immediately,RB
go,VB
emergency,NN
room,NN
following,JJ
signs,NNS
symptoms,NNS
could,MD
indicate,VB
serious,JJ
medical,JJ
problem,NN
An,DT
abrupt,NN
severe,JJ
headache,NN
like,IN
thunderclap,NN
Headache,NNP
fever,NN
stiff,JJ
neck,NN
confusion,NN
seizures,NNS
double,JJ
vision,NN
numbness,NN
weakness,NN
part,NN
body,NN
could,MD
sign,NN
stroke,NN
Headache,NNP
head,JJ
injury,NN
A,NNP
chronic,NN
headache,NN
worse,JJR
coughing,VBG
exertion,NN
straining,VBG
sudden,JJ
movement,NN
New,NNP
headache,NN
pain,NN
age,NN
More,JJR
InformationMigraine,NNP
care,NN
Mayo,NNP
ClinicMigraines,NNP
gastrointestinal,JJ
problems,NNS
Is,VBZ
link,NN
Request,NNP
Appointment,NN
Mayo,NNP
Clinic,NNP
CausesThough,NNP
migraine,NN
causes,NNS
n't,RB
fully,RB
understood,JJ
genetics,NNS
environmental,JJ
factors,NNS
appear,VBP
play,VB
role,NN
Changes,NNS
brainstem,NN
interactions,NNS
trigeminal,JJ
nerve,NN
major,JJ
pain,NN
pathway,NN
might,MD
involved,VBN
So,RB
might,MD
imbalances,NNS
brain,NN
chemicals,NNS
including,VBG
serotonin,NN
helps,VBZ
regulate,VB
pain,NN
nervous,JJ
system,NN
Researchers,NNS
studying,VBG
role,NN
serotonin,NN
migraines,NNS
Other,JJ
neurotransmitters,NNS
play,VBP
role,NN
pain,NN
migraine,NN
including,VBG
calcitonin,JJ
peptide,NN
CGRP,NNP
Migraine,NNP
triggersThere,EX
number,NN
migraine,JJ
triggers,NNS
including,VBG
Hormonal,JJ
changes,NNS
women,NNS
Fluctuations,NNS
estrogen,NN
menstrual,JJ
periods,NNS
pregnancy,NN
menopause,NN
seem,VBP
trigger,VB
headaches,NNS
many,JJ
women,NNS
Hormonal,JJ
medications,NNS
oral,JJ
contraceptives,NNS
also,RB
worsen,VB
migraines,NNS
Some,DT
women,NNS
however,RB
find,VBP
migraines,NNS
occur,IN
less,RBR
often,RB
taking,VBG
medications,NNS
Drinks,NNS
These,DT
include,VBP
alcohol,NN
especially,RB
wine,JJ
much,JJ
caffeine,NN
coffee,NN
Stress,NNP
Stress,NN
work,NN
home,NN
cause,VB
migraines,NNS
Sensory,JJ
stimuli,NN
Bright,NNP
flashing,VBG
lights,NNS
induce,VB
migraines,NNS
loud,VB
sounds,NNS
Strong,NNP
smells,VBZ
perfume,NN
paint,NN
thinner,NN
secondhand,VBP
smoke,NN
others,NNS
trigger,JJR
migraines,NNS
people,NNS
Sleep,JJ
changes,NNS
Missing,VBG
sleep,NN
getting,VBG
much,JJ
sleep,NN
trigger,VB
migraines,NNS
people,NNS
Physical,JJ
factors,NNS
Intense,NNP
physical,JJ
exertion,NN
including,VBG
sexual,JJ
activity,NN
might,MD
provoke,VB
migraines,NNS
Weather,CC
changes,NNS
A,DT
change,NN
weather,NN
barometric,JJ
pressure,NN
prompt,VB
migraine,NN
Medications,NNS
Oral,JJ
contraceptives,NNS
vasodilators,NNS
nitroglycerin,NNS
aggravate,VB
migraines,NNS
Foods,NNS
Aged,VBN
cheeses,NNS
salty,NN
processed,VBN
foods,NNS
might,MD
trigger,VB
migraines,NNS
So,RB
might,MD
skipping,VBG
meals,NNS
Food,NNP
additives,NNS
These,DT
include,VBP
sweetener,NN
aspartame,NN
preservative,JJ
monosodium,NN
glutamate,NN
MSG,NNP
found,VBN
many,JJ
foods,NNS
More,JJR
InformationMigraine,JJ
care,NN
Mayo,NNP
ClinicMigraines,NNS
Are,VBP
triggered,VBN
weather,NN
changes,NNS
Mayo,NNP
Clinic,NNP
Minute,NNP
Weathering,NNP
migraines,NNS
