value,tag
complicated,VBN
symptoms,NNS
may,MD
concurrent,JJ
initial,JJ
injury,NN
caused,VBD
infection,NN
Cephalic,NNP
tetanus,NN
likely,JJ
forms,NNS
tetanus,NN
fatal,JJ
progression,NN
generalized,VBN
tetanus,NN
carrying,VBG
case,NN
fatality,NN
rate,NN
Cause,NNP
edit,NN
Clostridium,NNP
tetani,NN
durable,JJ
due,JJ
endospores,NNS
Pictured,NNP
bacterium,NN
alone,RB
spore,NN
produced,VBN
spore,NN
alone,RB
Tetanus,NNP
caused,VBN
tetanus,NN
bacterium,NN
Clostridium,NNP
tetani,NN
Tetanus,NNP
international,JJ
health,NN
problem,NN
tetani,NN
endospores,NNS
ubiquitous,JJ
Endospores,NNS
introduced,VBN
body,NN
puncture,NN
wound,NN
penetrating,VBG
trauma,NN
Due,JJ
tetani,NN
anaerobic,JJ
bacterium,NN
endospores,NNS
thrive,VBP
environments,NNS
lack,VBP
oxygen,NN
puncture,NN
wound,NN
With,IN
changes,NNS
oxygen,NN
levels,NNS
drum,NN
endospore,NN
result,VB
quick,JJ
spread,NN
The,DT
disease,NN
occurs,VBZ
almost,RB
exclusively,RB
persons,NNS
inadequately,RB
immunized,VBN
It,PRP
common,JJ
hot,JJ
damp,JJ
climates,NNS
soil,NN
rich,NNS
organic,JJ
matter,NN
soils,NNS
may,MD
contain,VB
spores,NNS
widely,RB
distributed,VBN
intestines,NNS
feces,NNS
many,JJ
animals,NNS
horses,NNS
sheep,NN
cattle,NNS
dogs,NNS
cats,NNS
rats,NNS
guinea,NN
pigs,NNS
chickens,NNS
In,IN
agricultural,JJ
areas,NNS
significant,JJ
number,NN
human,JJ
adults,NNS
may,MD
harbor,VB
organism,NN
The,DT
spores,NNS
also,RB
found,VBN
skin,NN
surfaces,NNS
contaminated,JJ
heroin,NN
Heroin,NNP
users,NNS
particularly,RB
inject,VBP
drug,NN
subcutaneously,RB
appear,VB
high,JJ
risk,NN
contracting,VBG
tetanus,NN
Rarely,RB
tetanus,NNS
contracted,VBN
surgical,JJ
procedures,NNS
intramuscular,JJ
injections,NNS
compound,NN
fractures,NNS
dental,JJ
infections,NNS
Animal,NNP
bites,NNS
transmit,VB
tetanus,NN
Tetanus,NNP
often,RB
associated,VBN
rust,NN
especially,RB
rusty,JJ
nails,NNS
Although,IN
rust,JJ
cause,VB
tetanus,NN
objects,VBZ
accumulate,NN
rust,NN
often,RB
found,VBN
outdoors,NNS
places,NNS
harbor,VBP
anaerobic,JJ
bacteria,NNS
Additionally,RB
rough,JJ
surface,NN
rusty,JJ
metal,NN
provides,VBZ
crevices,NNS
dirt,NN
containing,VBG
tetani,NN
nail,NN
affords,IN
means,NN
puncture,VB
skin,NN
deliver,VB
endospores,NNS
deep,RB
within,IN
body,NN
site,NN
wound,NN
An,DT
endospore,NN
survival,NN
structure,NN
begins,VBZ
metabolize,VB
cause,VB
infection,NN
adequate,JJ
environment,NN
Hence,NNP
stepping,VBG
nail,NN
rusty,JJ
may,MD
result,VB
tetanus,NN
infection,NN
anaerobic,JJ
environment,NN
may,MD
exist,VB
skin,NN
puncturing,NN
object,NN
deliver,VB
endospores,NNS
suitable,JJ
environment,NN
growth,NN
It,PRP
common,JJ
misconception,NN
rust,VBZ
cause,NN
puncture,NN
nail,NN
risk,NN
Pathophysiology,NNP
edit,NN
A,DT
vesicle,NN
exposure,NN
tetanus,NN
toxin,NN
The,DT
cleavage,NN
VAMP,NNP
protein,NN
toxin,NN
inhibits,VBZ
vesicle,NN
fusion,NN
neurotransmitter,NN
release,NN
synapse,NN
Tetanus,NNP
neurotoxin,NN
TeNT,NNP
binds,VBZ
presynaptic,JJ
membrane,NN
neuromuscular,JJ
junction,NN
internalized,VBN
transported,VBN
back,RB
axon,NN
reaches,VBZ
central,JJ
nervous,JJ
system,NN
Here,RB
selectively,RB
binds,VBZ
transported,VBN
inhibitory,JJ
neurons,NNS
via,IN
endocytosis,NN
It,PRP
leaves,VBZ
vesicle,NN
neuron,NN
cytosol,NN
cleaves,VBZ
vesicle,RB
associated,VBN
membrane,NN
protein,NN
VAMP,NNP
synaptobrevin,NN
necessary,JJ
membrane,JJ
fusion,NN
small,JJ
synaptic,JJ
vesicles,NNS
SSV,NNP
's,POS
SSV,NNP
's,POS
carry,NN
neurotransmitter,NN
membrane,NN
release,NN
inhibition,NN
process,NN
blocks,VBZ
neurotransmitter,RB
release,NN
citation,NN
needed,VBN
Tetanus,NNP
toxin,NN
specifically,RB
blocks,VBZ
release,NN
neurotransmitters,NNS
GABA,NNP
glycine,NN
inhibitory,JJ
neurons,NNS
These,DT
neurotransmitters,NNS
keep,VBP
overactive,JJ
motor,NN
neurons,NNS
firing,VBG
also,RB
play,VB
role,NN
relaxation,NN
muscles,NNS
contraction,NN
When,WRB
inhibitory,JJ
neurons,NNS
unable,JJ
release,VB
neurotransmitters,NNS
motor,NN
neurons,NNS
fire,VBP
control,NN
muscles,NNS
difficulty,NN
relaxing,NN
This,DT
causes,VBZ
muscle,NN
spasms,NN
spastic,JJ
paralysis,NN
seen,VBN
tetanus,JJ
infection,NN
The,DT
tetanus,NN
toxin,NN
tetanospasmin,NN
made,VBN
heavy,JJ
chain,NN
light,JJ
chain,NN
There,EX
three,CD
domains,NNS
contributes,VBZ
pathophysiology,NN
toxin,NN
The,DT
heavy,NN
chain,NN
two,CD
domains,NNS
The,DT
side,NN
heavy,JJ
chain,NN
helps,VBZ
membrane,NN
translocation,NN
side,NN
helps,VBZ
toxin,NN
locate,VBP
specific,JJ
receptor,NN
site,NN
correct,JJ
neuron,NN
The,DT
light,NN
chain,NN
domain,NN
cleaves,VBZ
VAMP,NNP
protein,NN
arrives,VBZ
inhibitory,NN
neuron,NN
cytosol,NN
There,EX
four,CD
main,JJ
steps,NNS
tetanus,NN
's,POS
mechanism,NN
action,NN
binding,NN
neuron,NN
internalization,NN
toxin,NN
membrane,NN
translocation,NN
cleavage,NN
target,NN
VAMP,NNP
citation,NN
needed,VBN
Neurospecific,NNP
binding,VBG
edit,NN
The,DT
toxin,NN
travels,NNS
wound,NN
site,NN
neuromuscular,JJ
junction,NN
bloodstream,NN
binds,VBZ
presynaptic,JJ
membrane,NN
motor,NN
neuron,NN
The,DT
heavy,JJ
chain,NN
domain,NN
aids,NNS
binding,NN
correct,JJ
site,NN
recognizing,VBG
binding,VBG
correct,NN
glycoproteins,NNS
glycolipids,NNS
presynaptic,JJ
membrane,NN
The,DT
toxin,NN
binds,VBZ
site,NN
taken,VBN
neuron,NN
endocytic,JJ
vesicle,NN
travel,VB
axon,NN
past,IN
cell,NN
body,NN
dendrites,NNS
dendritic,JJ
terminal,NN
spine,NN
central,JJ
nervous,JJ
system,NN
Here,RB
released,VBN
synaptic,JJ
cleft,NN
allowed,VBN
bind,VB
presynaptic,JJ
membrane,NN
inhibitory,JJ
neurons,NNS
similar,JJ
manner,NN
seen,VBN
binding,NN
motor,NN
neuron,NN
Internalization,NNP
edit,NN
Tetanus,NNP
toxin,NN
internalized,VBN
via,IN
endocytosis,NN
time,NN
acidic,JJ
vesicle,NN
In,IN
mechanism,NN
well,RB
understood,RB
depolarization,NN
caused,VBN
firing,NN
inhibitory,NN
neuron,NN
causes,VBZ
toxin,NN
pulled,VBN
neuron,NN
inside,IN
vesicles,NNS
citation,NN
needed,VBD
Membrane,NNP
translocation,NN
edit,NN
The,DT
toxin,NN
needs,VBZ
way,NN
get,VB
vesicle,NN
neuron,NN
cytosol,NN
act,VB
target,NN
The,DT
low,JJ
pH,NN
vesicle,NN
lumen,VBZ
causes,VBZ
conformational,JJ
change,NN
toxin,NN
shifting,VBG
form,NN
hydrophobic,JJ
form,NN
With,IN
hydrophobic,JJ
patches,NNS
exposed,VBN
toxin,NN
slide,VB
vesicle,NN
membrane,NN
The,DT
toxin,NN
forms,VBZ
ion,NN
channel,NN
membrane,NN
nonspecific,JJ
ions,NNS
There,EX
consensus,NN
among,IN
experts,NNS
new,JJ
channel,NN
involved,VBN
translocation,NN
toxin,NN
's,POS
light,NN
chain,NN
inside,NN
vesicle,NN
neuron,NN
cytosol,NN
mechanism,NN
well,RB
understood,JJ
agreed,VBN
upon,IN
It,PRP
proposed,VBN
channel,NN
could,MD
allow,VB
light,NN
chain,NN
unfolded,JJ
low,JJ
pH,NN
environment,NN
leave,VB
toxin,NN
pore,NN
pore,NN
could,MD
alter,VB
electrochemical,JJ
gradient,NN
enough,RB
letting,VBG
ions,NNS
cause,VB
osmotic,JJ
lysis,NN
vesicle,NN
spilling,VBG
vesicle,NN
's,POS
contents,NNS
Enzymatic,NNP
target,NN
cleavage,NN
edit,NN
The,DT
light,JJ
chain,NN
tetanus,NN
toxin,NN
protease,NN
It,PRP
shares,NNS
common,JJ
zinc,NN
protease,NN
motif,NN
researchers,NNS
hypothesized,VBN
essential,JJ
target,NN
cleavage,NN
recently,RB
confirmed,VBN
experiment,NN
zinc,NN
removed,VBN
neuron,NN
heavy,JJ
metal,NN
chelators,NNS
toxin,NN
inhibited,VBN
reactivated,VBN
zinc,NN
added,VBN
back,RB
The,DT
light,NN
chain,NN
binds,NNS
VAMP,NNP
cleaves,VBZ
Without,IN
VAMP,NNP
vesicles,VBZ
holding,VBG
neurotransmitters,NNS
needed,VBN
motor,NN
neuron,NN
regulation,NN
GABA,NNP
glycine,NN
released,VBN
causing,VBG
deregulation,NN
motor,NN
neurons,NNS
muscle,NN
tension,NN
Diagnosis,NNP
edit,NN
There,EX
currently,RB
blood,NN
tests,NNS
diagnosing,VBG
tetanus,NN
The,DT
diagnosis,NN
based,VBN
presentation,NN
tetanus,NN
symptoms,NNS
depend,VB
upon,IN
isolation,NN
bacterium,NN
recovered,VBN
wound,NN
cases,NNS
isolated,VBN
people,NNS
without,IN
tetanus,NN
Laboratory,NNP
identification,NN
tetani,NN
demonstrated,VBN
production,NN
tetanospasmin,NN
mice,NN
Having,NNP
recently,RB
experienced,VBD
head,NN
trauma,NN
may,MD
indicate,VB
cephalic,JJ
tetanus,NN
diagnosis,NN
made,VBN
citation,NN
needed,VBN
The,DT
spatula,JJ
test,NN
clinical,JJ
test,NN
tetanus,NN
involves,VBZ
touching,VBG
posterior,JJ
pharyngeal,NN
wall,NN
instrument,NN
observing,VBG
effect,NN
A,DT
positive,JJ
test,NN
result,NN
involuntary,JJ
contraction,NN
jaw,NN
biting,VBG
spatula,NN
negative,JJ
test,NN
result,NN
would,MD
normally,RB
gag,JJ
reflex,NN
attempting,VBG
expel,VB
foreign,JJ
object,NN
A,DT
short,JJ
report,NN
The,DT
American,JJ
Journal,NNP
Tropical,NNP
Medicine,NNP
Hygiene,NNP
states,NNS
affected,JJ
subject,JJ
research,NN
study,NN
spatula,JJ
test,NN
high,JJ
specificity,NN
zero,CD
test,NN
results,NNS
high,JJ
sensitivity,NN
infected,JJ
people,NNS
produced,VBD
positive,JJ
test,NN
Prevention,NNP
edit,NN
Unlike,NNP
many,JJ
infectious,JJ
diseases,NNS
recovery,NN
naturally,RB
acquired,VBN
tetanus,NN
usually,RB
result,VBP
immunity,NN
tetanus,VB
This,DT
due,JJ
extreme,JJ
potency,NN
tetanospasmin,NN
toxin,NN
Tetanospasmin,NNP
likely,RB
lethal,VBN
provoke,VB
immune,JJ
response,NN
citation,NN
needed,VBD
Tetanus,NNP
prevented,VBN
vaccination,NN
tetanus,NN
toxoid,NN
The,DT
CDC,NNP
recommends,VBZ
adults,NNS
receive,VBP
booster,NN
vaccine,NN
every,DT
ten,CD
years,NNS
standard,NN
care,NN
practice,NN
many,JJ
places,NNS
give,VB
booster,NN
person,NN
puncture,NN
wound,NN
uncertain,JJ
last,JJ
vaccinated,JJ
fewer,JJR
three,CD
lifetime,JJ
doses,NNS
vaccine,NN
The,DT
booster,NN
may,MD
prevent,VB
potentially,RB
fatal,JJ
case,NN
tetanus,NN
current,JJ
wound,NN
however,RB
take,VB
two,CD
weeks,NNS
tetanus,NN
antibodies,NNS
form,VB
In,IN
children,NNS
age,NN
seven,CD
tetanus,NN
vaccine,NN
often,RB
administered,VBN
combined,JJ
vaccine,NN
vaccine,NN
also,RB
includes,VBZ
vaccines,NNS
diphtheria,NN
pertussis,NN
For,IN
adults,NNS
children,NNS
seven,CD
Td,NNP
vaccine,NN
tetanus,NN
diphtheria,NN
Tdap,NNP
tetanus,NN
diphtheria,NN
acellular,JJ
pertussis,NN
commonly,RB
used,VBN
The,DT
World,NNP
Health,NNP
Organization,NNP
certifies,VBZ
countries,NNS
eliminated,VBN
maternal,JJ
neonatal,JJ
tetanus,NN
Certification,NN
requires,VBZ
least,JJS
two,CD
years,NNS
rates,NNS
less,JJR
case,NN
per,IN
live,JJ
births,NNS
In,IN
Uganda,NNP
tetanus,NN
cases,NNS
recorded,VBN
newborn,JJ
babies,NNS
died,VBD
After,IN
major,JJ
public,JJ
health,NN
effort,NN
Uganda,NNP
certified,VBN
eliminated,VBN
maternal,JJ
neonatal,JJ
tetanus,NN
prophylaxis,NN
edit,NN
Tetanus,NNP
toxoid,NN
given,VBN
case,NN
suspected,JJ
exposure,NN
tetanus,VB
In,IN
cases,NNS
given,VBN
without,IN
tetanus,JJ
immunoglobulin,NN
also,RB
called,VBN
tetanus,NN
antibodies,NNS
tetanus,NN
antitoxin,NN
It,PRP
given,VBN
intravenous,JJ
therapy,NN
intramuscular,JJ
injection,NN
The,DT
guidelines,NNS
events,NNS
United,NNP
States,NNPS
people,NNS
years,NNS
older,JJR
follows,VBZ
Vaccination,NNP
status,NN
Clean,NNP
minor,JJ
wounds,NNS
All,DT
wounds,NNS
Unknown,IN
less,JJR
doses,NNS
tetanus,NN
toxoid,NN
containing,VBG
vaccine,NN
Tdap,NNP
recommend,VB
vaccination,NN
Tdap,NNP
recommend,VB
vaccination,NN
Tetanus,NNP
immunoglobulin,VBZ
doses,NNS
tetanus,NN
toxoid,NN
containing,VBG
vaccine,NN
AND,NNP
less,JJR
years,NNS
since,IN
last,JJ
dose,JJ
No,NNP
indication,NN
No,NNP
indication,NN
doses,NNS
tetanus,NN
toxoid,NN
containing,VBG
vaccine,NN
AND,CC
years,NNS
since,IN
last,JJ
dose,JJ
No,DT
indication,NN
Tdap,NNP
preferred,VBN
yet,RB
received,VBN
Td,$
doses,NNS
tetanus,NN
toxoid,NN
containing,VBG
vaccine,NN
AND,CC
years,NNS
since,IN
last,JJ
dose,JJ
Tdap,NNP
preferred,FW
yet,RB
received,VBN
Td,NNP
Tdap,NNP
preferred,VBD
yet,RB
received,VBN
Td,NNP
Treatment,NNP
edit,NN
Tetanus,NNP
deaths,NNS
per,IN
million,CD
persons,NNS
ul,JJ
ul,JJ
li,NN
ul,JJ
ul,JJ
li,JJ
none,NN
media,NNS
ul,JJ
li,NN
ul,JJ
li,NN
avoid,NN
avoid,NN
display,NN
center,NN
solid,JJ
black,JJ
transparent,NN
color,NN
black,JJ
Mild,NNP
tetanus,NN
edit,NN
Mild,NNP
cases,NNS
tetanus,NN
treated,VBN
Tetanus,NNP
immunoglobulin,NN
TIG,NNP
also,RB
called,VBD
tetanus,NN
antibodies,NNS
tetanus,NN
antitoxin,NN
It,PRP
given,VBN
intravenous,JJ
therapy,NN
intramuscular,JJ
injection,NN
Antibiotic,JJ
therapy,NN
reduce,VB
toxin,NN
production,NN
Metronidazole,NNP
intravenous,JJ
IV,NNP
preferred,JJ
treatment,NN
Benzodiazepines,NNS
used,VBN
control,VB
muscle,NN
spasms,NNS
Options,NNS
include,VBP
diazepam,NNS
lorazepam,NN
oral,JJ
IV,NNP
Severe,NNP
tetanus,NN
edit,NN
Severe,NNP
cases,NNS
require,VB
admission,NN
intensive,JJ
care,NN
In,IN
addition,NN
measures,NNS
listed,VBN
mild,JJ
tetanus,NNS
Human,NNP
tetanus,VBZ
immunoglobulin,NN
injected,VBN
intrathecally,RB
increases,VBZ
clinical,JJ
improvement,NN
Tracheotomy,NNP
mechanical,JJ
ventilation,NN
weeks,NNS
Tracheotomy,NNP
recommended,VBN
securing,VBG
airway,NN
presence,NN
endotracheal,JJ
tube,NN
stimulus,NN
spasm,JJ
Magnesium,NNP
sulfate,NN
intravenous,JJ
infusion,NN
control,VB
spasm,NN
autonomic,JJ
dysfunction,NN
Diazepam,NNP
continuous,JJ
IV,NNP
infusion,NN
The,DT
autonomic,JJ
effects,NNS
tetanus,NN
difficult,JJ
manage,VB
alternating,VBG
hypotension,NN
may,MD
require,VB
IV,NNP
labetalol,NN
magnesium,NN
clonidine,NN
nifedipine,JJ
Drugs,NNS
diazepam,NN
muscle,NN
relaxants,NNS
given,VBN
control,VB
muscle,NN
spasms,NN
In,IN
extreme,JJ
cases,NNS
may,MD
necessary,JJ
paralyze,VB
person,NN
drugs,NNS
use,VB
mechanical,JJ
ventilator,NN
To,TO
survive,VB
tetanus,JJ
infection,NN
maintenance,NN
airway,NN
proper,JJ
nutrition,NN
required,VBN
An,DT
intake,NN
calories,NNS
least,JJS
g,NN
protein,JJ
per,IN
day,NN
often,RB
given,VBN
liquid,JJ
form,NN
tube,NN
directly,RB
stomach,NN
percutaneous,JJ
endoscopic,NN
gastrostomy,NN
drip,NN
vein,NN
parenteral,JJ
nutrition,NN
This,DT
diet,JJ
maintenance,NN
required,VBN
increased,VBN
metabolic,NN
strain,NN
brought,VBD
increased,JJ
muscle,NN
activity,NN
Full,JJ
recovery,NN
takes,VBZ
weeks,NNS
body,NN
must,MD
regenerate,VB
destroyed,JJ
nerve,NN
axon,NN
terminals,NNS
citation,NN
needed,VBN
The,DT
antibiotic,NN
choice,NN
metronidazole,JJ
It,PRP
given,VBN
intravenously,RB
mouth,NN
rectum,NN
Of,IN
likewise,NN
efficiency,NN
penicillin,JJ
raise,VBP
concern,NN
provoking,VBG
spasms,NNS
inhibits,VBZ
GABA,NNP
receptor,NN
already,RB
affected,VBN
tetanospasmin,NN
Epidemiology,NNP
edit,NN
life,NN
year,NN
tetanus,NN
per,IN
inhabitants,NNS
data,NN
In,IN
caused,VBD
deaths,NNS
Tetanus,NNP
particular,JJ
neonatal,JJ
form,NN
remains,VBZ
significant,JJ
public,JJ
health,NN
problem,NN
countries,NNS
newborns,NNS
worldwide,RB
dying,VBG
result,NN
neonatal,JJ
tetanus,NN
In,IN
United,NNP
States,NNPS
average,NN
cases,NNS
reported,VBN
per,IN
year,NN
Nearly,RB
cases,NNS
United,NNP
States,NNPS
occur,VBP
unimmunized,JJ
individuals,NNS
individuals,NNS
allowed,VBN
inoculations,NNS
lapse,VB
Tetanus,NNP
cases,NNS
reported,VBD
worldwide,JJ
Ranging,VBG
dark,NN
red,JJ
light,NN
yellow,NN
grey,UH
data,NN
Tetanus,CC
deaths,NNS
age,NN
group,NN
History,NNP
edit,NN
Tetanus,NNP
well,RB
known,VBN
ancient,VB
communities,NNS
civilizations,NNS
recognized,VBD
relationship,NN
wounds,NNS
fatal,JJ
muscle,NN
spasms,NNS
In,IN
Arthur,NNP
Nicolaier,NNP
isolated,VBD
toxin,NN
tetanus,NN
anaerobic,JJ
soil,NN
bacteria,NNS
The,DT
etiology,NN
disease,NN
elucidated,VBN
Antonio,NNP
Carle,NNP
Giorgio,NNP
Rattone,NNP
two,CD
pathologists,NNS
University,NNP
Turin,NNP
demonstrated,VBD
transmissibility,NN
tetanus,NN
first,JJ
time,NN
They,PRP
produced,VBD
tetanus,NN
rabbits,NNS
injecting,VBG
pus,NN
person,NN
fatal,JJ
tetanus,NN
sciatic,JJ
nerves,NNS
testing,VBG
reactions,NNS
tetanus,NN
spreading,VBG
In,IN
tetani,NN
isolated,VBN
human,JJ
victim,NN
Kitasato,NNP
later,RB
showed,VBD
organism,NN
could,MD
produce,VB
disease,NN
injected,VBN
animals,NNS
toxin,NN
could,MD
neutralized,VBN
specific,JJ
antibodies,NNS
In,IN
Edmond,NNP
Nocard,NNP
showed,VBD
tetanus,NN
antitoxin,NN
induced,VBD
passive,JJ
immunity,NN
humans,NNS
could,MD
used,VBN
prophylaxis,NN
treatment,NN
Tetanus,NNP
toxoid,JJ
vaccine,NN
developed,VBN
Descombey,NNP
widely,RB
used,VBN
prevent,VB
tetanus,NN
induced,VBN
battle,NN
wounds,NNS
World,NNP
War,NNP
II,NNP
Etymology,NNP
edit,NN
The,DT
word,NN
tetanus,NN
comes,VBZ
Ancient,NNP
Greek,NNP
romanized,VBN
tetanos,NNS
lit,NN
'taut,CC
',''
Ancient,NNP
Greek,NNP
romanized,VBN
teinein,NN
lit,NN
'to,CC
stretch,NN
',''
Research,NNP
edit,NN
There,EX
insufficient,JJ
evidence,NN
recommending,VBG
treating,VBG
preventing,VBG
tetanus,NN
vitamin,JJ
See,NNP
also,RB
edit,NN
Renshaw,NNP
cell,NN
Tetanized,NNP
state,NN
Tetanospasmin,NNP
References,NNP
edit,NN
decimal,JJ
inherit,NN
ol,NN
li,NN
avoid,NN
b,NN
c,NN
e,NN
f,JJ
g,NN
h,NN
j,NN
k,NN
l,NN
n,JJ
p,NN
q,NN
r,NN
u,JJ
v,NN
w,NN
x,NNP
z,NNP
aa,VBZ
ab,JJ
ac,NN
ad,NN
ae,NN
af,NN
ag,NN
ah,NN
ai,VBP
aj,JJ
ak,NN
al,NN
ao,NN
ap,NN
aq,NN
ar,NN
inherit,NN
q,NN
quotes,NNS
',''
',''
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
color,NN
span,NN
span,NN
dotted,VBN
cursor,NN
help,NN
background,NN
transparent,JJ
transparent,NN
url,JJ
right,VBD
color,NN
inherit,NN
background,NN
inherit,NN
border,NN
none,NN
padding,NN
inherit,NN
display,NN
none,NN
display,NN
none,NN
color,NN
inherit,NN
Atkinson,NNP
William,NNP
May,NNP
Tetanus,NNP
Epidemiology,NNP
Prevention,NNP
Diseases,NNP
Public,NNP
Health,NNP
Foundation,NNP
pp,NN
ISBN,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
This,DT
article,NN
incorporates,VBZ
public,JJ
domain,VBP
material,NN
websites,NNS
documents,NNS
Centers,NNPS
Disease,NNP
Control,NNP
Prevention,NNP
b,NN
c,NN
Tetanus,NNP
Causes,NNP
Transmission,NNP
January,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
b,NN
c,NN
Tetanus,NNP
For,IN
Clinicians,NNPS
January,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
b,NN
Vos,NNP
T,NNP
Allen,NNP
C,NNP
Arora,NNP
M,NNP
Barber,NNP
RM,NNP
Bhutta,NNP
ZA,NNP
Brown,NNP
A,NNP
et,NN
al,NN
GBD,JJ
Disease,NNP
Injury,NNP
Incidence,NNP
Prevalence,NNP
Collaborators,NNP
October,NNP
Global,NNP
regional,JJ
national,JJ
incidence,NN
prevalence,NN
years,NNS
lived,VBD
disability,NN
diseases,NNS
injuries,NNS
systematic,JJ
analysis,NN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
Lancet,NNP
PMC,VB
PMID,VB
b,NN
Wang,NNP
H,NNP
Naghavi,NNP
M,NNP
Allen,NNP
C,NNP
Barber,NNP
RM,NNP
Bhutta,NNP
ZA,NNP
Carter,NNP
A,NNP
et,NN
al,NN
GBD,JJ
Mortality,NNP
Causes,NNP
Death,NNP
Collaborators,NNP
October,NNP
Global,NNP
regional,JJ
national,JJ
life,NN
expectancy,NN
mortality,NN
mortality,NN
causes,NNS
death,NN
systematic,JJ
analysis,NN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
Lancet,NNP
PMC,VB
PMID,VB
b,NN
Tetanus,NNP
Symptoms,NNP
Complications,NNP
January,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
b,NN
Naghavi,NNP
M,NNP
Wang,NNP
H,NNP
Lozano,NNP
R,NNP
Davis,NNP
A,NNP
Liang,NNP
X,NNP
Zhou,NNP
M,NNP
et,RB
al,NN
GBD,JJ
Mortality,NNP
Causes,NNP
Death,NNP
Collaborators,NNP
January,NNP
Global,NNP
regional,JJ
national,JJ
specific,JJ
mortality,NN
causes,NNS
death,NN
systematic,JJ
analysis,NN
Global,NNP
Burden,NNP
Disease,NNP
Study,NNP
Lancet,NNP
PMC,NNP
PMID,VB
About,IN
Tetanus,NNP
Centers,NNPS
Disease,NNP
Control,NNP
Prevention,NNP
United,NNP
States,NNPS
Government,NNP
Retrieved,VBD
August,NNP
Tetanus,NNP
Epidemiology,NN
Diseases,NNS
CDC,NNP
Archived,VBN
original,JJ
Retrieved,VBN
Laryngospasm,NNP
spasm,NN
vocal,JJ
cords,NNS
spasm,NN
muscles,NNS
respiration,NN
leads,NNS
interference,VB
breathing,NN
Schleiss,NNP
MR,NNP
Chapter,NN
Tetanus,NN
In,IN
Kliegman,NNP
Robert,NNP
Nelson,NNP
Textbook,NNP
Pediatrics,NNPS
Elsevier,NNP
ISBN,NNP
Vandelaer,NNP
J,NNP
Birmingham,NNP
M,NNP
Gasse,NNP
F,NNP
Kurian,NNP
M,NNP
Shaw,NNP
C,NNP
Garnier,NNP
S,NNP
July,NNP
Tetanus,NNP
developing,VBG
countries,NNS
update,NN
Maternal,NNP
Neonatal,NNP
Tetanus,NNP
Elimination,NNP
Initiative,NNP
Vaccine,NNP
PMID,NNP
Brauner,NNP
JS,NNP
Vieira,NNP
SR,NNP
Bleck,NNP
TP,NNP
July,NNP
Changes,NNS
severe,JJ
accidental,JJ
tetanus,NN
mortality,NN
ICU,NNP
two,CD
decades,NNS
Brazil,NNP
Intensive,NNP
Care,NNP
Med,NNP
PMID,NNP
Farrar,NNP
JJ,NNP
Yen,NNP
LM,NNP
Cook,NNP
T,NNP
Fairweather,NNP
N,NNP
Binh,NNP
N,NNP
Parry,NNP
J,NNP
Parry,NNP
CM,NNP
September,NNP
Tetanus,NNP
Neurol,NNP
Neurosurg,NNP
Psychiatry,NNP
PMC,NNP
PMID,VB
Tetanus,NNP
neonatal,JJ
tetanus,NN
NT,NNP
WHO,WP
Western,NNP
Pacific,NNP
Region,NNP
Archived,VBN
original,JJ
Maternal,NNP
Neonatal,NNP
Tetanus,NNP
Elimination,NNP
PDF,NNP
UNICEF,NNP
November,NNP
Archived,NNP
PDF,NNP
original,JJ
Retrieved,VBN
Elimination,NNP
Maternal,NNP
Neonatal,NNP
Tetanus,NNP
UNICEF,NNP
Archived,VBN
original,JJ
February,NNP
Retrieved,VBD
February,NNP
b,NN
c,NN
Doshi,NNP
A,NNP
Warrell,NNP
C,NNP
Dahdaleh,NNP
D,NNP
Kullmann,NNP
D,NNP
February,NNP
Just,RB
graze,NN
Cephalic,NNP
tetanus,NN
presenting,NN
stroke,NN
mimic,NN
Pract,NNP
Neurol,NNP
PMID,NNP
b,NN
c,NN
Del,NNP
Pilar,NNP
Morales,NNP
E,NNP
Pasarell,NNP
J,NNP
Cardona,NNP
Rodriguez,NNP
Z,NNP
Almodovar,NNP
Mercado,NNP
JC,NNP
Figueroa,NNP
Navarro,NNP
A,NNP
Cephalic,JJ
tetanus,NN
following,VBG
penetrating,VBG
eye,NN
trauma,NN
case,NN
report,NN
Bol,NNP
Asoc,NNP
Med,NNP
P,NNP
PMID,VB
b,NN
c,NN
Adeleye,NNP
AO,NNP
Azeez,NNP
AL,NNP
October,NNP
Fatal,JJ
tetanus,NN
complicating,VBG
untreated,JJ
mild,NN
open,JJ
head,NN
injury,NN
review,NN
cephalic,JJ
tetanus,NN
Surgical,JJ
Infections,NNP
PMID,NNP
b,NN
Ajayi,NNP
E,NNP
Obimakinde,NNP
O,NNP
July,NNP
Cephalic,JJ
tetanus,NN
following,VBG
tooth,DT
extraction,NN
Nigerian,JJ
woman,NN
J,NNP
Neurosci,NNP
Rural,NNP
